PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"8700307","Survival prediction in sporadic amyotrophic lateral sclerosis. Age and clinical form at onset are independent risk factors","Preux PM, Couratier P, Boutros-Toni F, Salle JY, Tabaraud F, Bernet-Bernady P, Vallat JM, Dumas M.","Neuroepidemiology. 1996;15(3):153-60. doi: 10.1159/000109902.","Preux PM","Neuroepidemiology","1996","1996/01/01","","","10.1159/000109902"
"22985430","The relationship between limb dominance, disease lateralization and spread of weakness in amyotrophic lateral sclerosis (ALS)","Devine MS, Woodhouse H, McCombe PA, Henderson RD.","Amyotroph Lateral Scler Frontotemporal Degener. 2013 Mar;14(2):150-1. doi: 10.3109/17482968.2012.725416. Epub 2012 Sep 17.","Devine MS","Amyotroph Lateral Scler Frontotemporal Degener","2013","2012/09/19","","","10.3109/17482968.2012.725416"
"22297869","Epidemiology of amyotrophic lateral sclerosis patients in a centre in Buenos Aires","Bettini M, Gargiulo-Monachelli GM, Rodríguez G, Rey RC, Peralta LM, Sica RE.","Arq Neuropsiquiatr. 2011 Dec;69(6):867-70. doi: 10.1590/s0004-282x2011000700003.","Bettini M","Arq Neuropsiquiatr","2011","2012/02/03","","","10.1590/s0004-282x2011000700003"
"28477849","Current issues in ALS epidemiology: Variation of ALS occurrence between populations and physical activity as a risk factor","Luna J, Logroscino G, Couratier P, Marin B.","Rev Neurol (Paris). 2017 May;173(5):244-253. doi: 10.1016/j.neurol.2017.03.035. Epub 2017 May 3.","Luna J","Rev Neurol (Paris)","2017","2017/05/08","","","10.1016/j.neurol.2017.03.035"
"24769471","Cognitive correlates in amyotrophic lateral sclerosis: a population-based study in Italy","Montuschi A, Iazzolino B, Calvo A, Moglia C, Lopiano L, Restagno G, Brunetti M, Ossola I, Lo Presti A, Cammarosano S, Canosa A, Chiò A.","J Neurol Neurosurg Psychiatry. 2015 Feb;86(2):168-73. doi: 10.1136/jnnp-2013-307223. Epub 2014 Apr 25.","Montuschi A","J Neurol Neurosurg Psychiatry","2015","2014/04/29","","","10.1136/jnnp-2013-307223"
"23446633","Investigating the contribution of VAPB/ALS8 loss of function in amyotrophic lateral sclerosis","Kabashi E, El Oussini H, Bercier V, Gros-Louis F, Valdmanis PN, McDearmid J, Mejier IA, Dion PA, Dupre N, Hollinger D, Sinniger J, Dirrig-Grosch S, Camu W, Meininger V, Loeffler JP, René F, Drapeau P, Rouleau GA, Dupuis L.","Hum Mol Genet. 2013 Jun 15;22(12):2350-60. doi: 10.1093/hmg/ddt080. Epub 2013 Feb 26.","Kabashi E","Hum Mol Genet","2013","2013/03/01","","","10.1093/hmg/ddt080"
"26644099","[Clinical and environmental aspects of amyotrophic lateral sclerosis in moroccan population: a study of 60 cases]","Imounan F, Lahbouje S, Hsaini Y, Regragui W, Ait Ben Haddou el H, Benomar A, Bourazza A, Yahyaoui M.","Tunis Med. 2015 Jun;93(6):365-70.","Imounan F","Tunis Med","2015","2015/12/09","","",""
"26671079","Level of neurotoxic metals in amyotrophic lateral sclerosis: A population-based case-control study","Bocca B, Forte G, Oggiano R, Clemente S, Asara Y, Peruzzu A, Farace C, Pala S, Fois AG, Pirina P, Madeddu R.","J Neurol Sci. 2015 Dec 15;359(1-2):11-7. doi: 10.1016/j.jns.2015.10.023. Epub 2015 Oct 19.","Bocca B","J Neurol Sci","2015","2015/12/17","","","10.1016/j.jns.2015.10.023"
"32770128","No association between proton pump inhibitor use and ALS risk: a nationwide nested case-control study","Cetin H, Sun J, Almqvist C, Reichardt B, Tomschik M, Zimprich F, Fang F, Ingre C.","Sci Rep. 2020 Aug 7;10(1):13371. doi: 10.1038/s41598-020-70373-8.","Cetin H","Sci Rep","2020","2020/08/10","PMC7414209","","10.1038/s41598-020-70373-8"
"8752460","[Disappearance of ALS from Guam: implications for exogenous causes]","Chen KM.","Rinsho Shinkeigaku. 1995 Dec;35(12):1549-53.","Chen KM","Rinsho Shinkeigaku","1995","1995/12/01","","",""
"8274106","Survival in amyotrophic lateral sclerosis. The role of psychological factors","McDonald ER, Wiedenfeld SA, Hillel A, Carpenter CL, Walter RA.","Arch Neurol. 1994 Jan;51(1):17-23. doi: 10.1001/archneur.1994.00540130027010.","McDonald ER","Arch Neurol","1994","1994/01/01","","","10.1001/archneur.1994.00540130027010"
"8651874","Amyotrophic lateral sclerosis, heterogeneous susceptibility, trauma, and epidemiology","Riggs JE.","Arch Neurol. 1996 Mar;53(3):225-7. doi: 10.1001/archneur.1996.00550030031019.","Riggs JE","Arch Neurol","1996","1996/03/01","","","10.1001/archneur.1996.00550030031019"
"23278936","Oropharyngeal dysphagia in amyotrophic lateral sclerosis alters quality of life","Paris G, Martinaud O, Petit A, Cuvelier A, Hannequin D, Roppeneck P, Verin E.","J Oral Rehabil. 2013 Mar;40(3):199-204. doi: 10.1111/joor.12019. Epub 2012 Dec 27.","Paris G","J Oral Rehabil","2013","2013/01/03","","","10.1111/joor.12019"
"30612121","ER stress links aging to sporadic ALS","Medinas DB, Cabral-Miranda F, Hetz C.","Aging (Albany NY). 2019 Jan 5;11(1):5-6. doi: 10.18632/aging.101705.","Medinas DB","Aging (Albany NY)","2019","2019/01/07","PMC6339799","","10.18632/aging.101705"
"18615339","The epidemiology of amyotrophic lateral sclerosis in Reggio Emilia, Italy","Bonvicini F, Vinceti M, Marcello N, Rodolfi R, Rinaldi M.","Amyotroph Lateral Scler. 2008 Dec;9(6):350-3. doi: 10.1080/17482960802196150.","Bonvicini F","Amyotroph Lateral Scler","2008","2008/07/11","","","10.1080/17482960802196150"
"15995797","Amyotrophic lateral sclerosis, rural environment and agricultural work in the Local Health District of Ferrara, Italy, in the years 1964-1998","Govoni V, Granieri E, Fallica E, Casetta I.","J Neurol. 2005 Nov;252(11):1322-7. doi: 10.1007/s00415-005-0859-z. Epub 2005 Jul 5.","Govoni V","J Neurol","2005","2005/07/05","","","10.1007/s00415-005-0859-z"
"15634730","Severely increased risk of amyotrophic lateral sclerosis among Italian professional football players","Chiò A, Benzi G, Dossena M, Mutani R, Mora G.","Brain. 2005 Mar;128(Pt 3):472-6. doi: 10.1093/brain/awh373. Epub 2005 Jan 5.","Chiò A","Brain","2005","2005/01/07","","","10.1093/brain/awh373"
"22402017","Novel deletion mutations of OPTN in amyotrophic lateral sclerosis in Japanese","Iida A, Hosono N, Sano M, Kamei T, Oshima S, Tokuda T, Nakajima M, Kubo M, Nakamura Y, Ikegawa S.","Neurobiol Aging. 2012 Aug;33(8):1843.e19-24. doi: 10.1016/j.neurobiolaging.2011.12.037. Epub 2012 Mar 7.","Iida A","Neurobiol Aging","2012","2012/03/10","","","10.1016/j.neurobiolaging.2011.12.037"
"21913867","Modifying effect of arterial hypertension on amyotrophic lateral sclerosis","Moreau C, Brunaud-Danel V, Dallongeville J, Duhamel A, Laurier-Grymonprez L, de Reuck J, Wiart AC, Perez T, Richard F, Amouyel P, Bordet R, Defebvre L, Destée A, Devos D.","Amyotroph Lateral Scler. 2012 Feb;13(2):194-201. doi: 10.3109/17482968.2011.610110. Epub 2011 Sep 14.","Moreau C","Amyotroph Lateral Scler","2012","2011/09/15","","","10.3109/17482968.2011.610110"
"28585472","Home care organization impacts patient management and survival in ALS","Lavernhe S, Antoine JC, Court-Fortune I, Dimier N, Costes F, Lacour A, Camdessanché JP.","Amyotroph Lateral Scler Frontotemporal Degener. 2017 Nov;18(7-8):562-568. doi: 10.1080/21678421.2017.1332076. Epub 2017 Jun 6.","Lavernhe S","Amyotroph Lateral Scler Frontotemporal Degener","2017","2017/06/07","","","10.1080/21678421.2017.1332076"
"25798606","Genotype-property patient-phenotype relations suggest that proteome exhaustion can cause amyotrophic lateral sclerosis","Kepp KP.","PLoS One. 2015 Mar 23;10(3):e0118649. doi: 10.1371/journal.pone.0118649. eCollection 2015.","Kepp KP","PLoS One","2015","2015/03/24","PMC4370410","","10.1371/journal.pone.0118649"
"7810588","Elevated risks for amyotrophic lateral sclerosis and blood disorders in Ashkenazi schizophrenic pedigrees suggest new candidate genes in schizophrenia","Goodman AB.","Am J Med Genet. 1994 Sep 15;54(3):271-8. doi: 10.1002/ajmg.1320540317.","Goodman AB","Am J Med Genet","1994","1994/09/15","","","10.1002/ajmg.1320540317"
"946326","Antecedent events in amyotrophic lateral sclerosis","Felmus MT, Patten BM, Swanke L.","Neurology. 1976 Feb;26(2):167-72. doi: 10.1212/wnl.26.2.167.","Felmus MT","Neurology","1976","1976/02/01","","","10.1212/wnl.26.2.167"
"25054277","Prevalence of amyotrophic lateral sclerosis - United States, 2010-2011","Mehta P, Antao V, Kaye W, Sanchez M, Williamson D, Bryan L, Muravov O, Horton K; Division of Toxicology and Human Health Sciences, Agency for Toxic Substances and Disease Registry, Atlanta, Georgia; Centers for Disease Control and Prevention (CDC).","MMWR Suppl. 2014 Jul 25;63(7):1-14.","Mehta P","MMWR Suppl","2014","2014/07/24","","",""
"23134503","Amyotrophic lateral sclerosis in Piedmont (Italy): a Bayesian spatial analysis of the incident cases","Migliaretti G, Berchialla P, Dalmasso P, Cavallo F, Chiò A.","Amyotroph Lateral Scler Frontotemporal Degener. 2013 Jan;14(1):58-65. doi: 10.3109/21678421.2012.733401. Epub 2012 Oct 22.","Migliaretti G","Amyotroph Lateral Scler Frontotemporal Degener","2013","2012/11/09","","","10.3109/21678421.2012.733401"
"23062701","Genetic analysis and SOD1 mutation screening in Iranian amyotrophic lateral sclerosis patients","Alavi A, Nafissi S, Rohani M, Zamani B, Sedighi B, Shamshiri H, Fan JB, Ronaghi M, Elahi E.","Neurobiol Aging. 2013 May;34(5):1516.e1-8. doi: 10.1016/j.neurobiolaging.2012.09.006. Epub 2012 Oct 9.","Alavi A","Neurobiol Aging","2013","2012/10/16","","","10.1016/j.neurobiolaging.2012.09.006"
"23819875","Age at onset of amyotrophic lateral sclerosis in China","Liu MS, Cui LY, Fan DS; Chinese ALS Association.","Acta Neurol Scand. 2014 Mar;129(3):163-7. doi: 10.1111/ane.12157. Epub 2013 Jul 2.","Liu MS","Acta Neurol Scand","2014","2013/07/04","","","10.1111/ane.12157"
"19707910","Association study between XRCC1 gene polymorphisms and sporadic amyotrophic lateral sclerosis","Coppedè F, Migheli F, Lo Gerfo A, Fabbrizi MR, Carlesi C, Mancuso M, Corti S, Mezzina N, del Bo R, Comi GP, Siciliano G, Migliore L.","Amyotroph Lateral Scler. 2010;11(1-2):122-4. doi: 10.3109/17482960903220297.","Coppedè F","Amyotroph Lateral Scler","2010","2009/08/27","","","10.3109/17482960903220297"
"19632272","The role of environmental mercury, lead and pesticide exposure in development of amyotrophic lateral sclerosis","Johnson FO, Atchison WD.","Neurotoxicology. 2009 Sep;30(5):761-5. doi: 10.1016/j.neuro.2009.07.010. Epub 2009 Jul 24.","Johnson FO","Neurotoxicology","2009","2009/07/28","PMC2761528","NIHMS134553","10.1016/j.neuro.2009.07.010"
"24331786","ALS and neuromuscular disease: in search of the Holy Grail","Kiernan MC.","Lancet Neurol. 2014 Jan;13(1):13-4. doi: 10.1016/S1474-4422(13)70226-6.","Kiernan MC","Lancet Neurol","2014","2013/12/17","","","10.1016/S1474-4422(13)70226-6"
"6983824","Epidemiology of amyotrophic lateral sclerosis","Kurtzke JF.","Adv Neurol. 1982;36:281-302.","Kurtzke JF","Adv Neurol","1982","1982/01/01","","",""
"8708678","Neuroepidemiology of amyotrophic lateral sclerosis: clues to aetiology and pathogenesis","Román GC.","J Neurol Neurosurg Psychiatry. 1996 Aug;61(2):131-7. doi: 10.1136/jnnp.61.2.131.","Román GC","J Neurol Neurosurg Psychiatry","1996","1996/08/01","PMC1073984","","10.1136/jnnp.61.2.131"
"1745327","Risk factors in motor neuron disease: a case-control study","Chió A, Meineri P, Tribolo A, Schiffer D.","Neuroepidemiology. 1991;10(4):174-84. doi: 10.1159/000110267.","Chió A","Neuroepidemiology","1991","1991/01/01","","","10.1159/000110267"
"16963407","Analysis of factors that modify susceptibility and rate of progression in amyotrophic lateral sclerosis (ALS)","Qureshi MM, Hayden D, Urbinelli L, Ferrante K, Newhall K, Myers D, Hilgenberg S, Smart R, Brown RH, Cudkowicz ME.","Amyotroph Lateral Scler. 2006 Sep;7(3):173-82. doi: 10.1080/14660820600640596.","Qureshi MM","Amyotroph Lateral Scler","2006","2006/09/12","","","10.1080/14660820600640596"
"18573277","Spatial analysis of the etiology of amyotrophic lateral sclerosis among 1991 Gulf War veterans","Miranda ML, Alicia Overstreet Galeano M, Tassone E, Allen KD, Horner RD.","Neurotoxicology. 2008 Nov;29(6):964-70. doi: 10.1016/j.neuro.2008.05.005. Epub 2008 Jun 23.","Miranda ML","Neurotoxicology","2008","2008/06/25","","","10.1016/j.neuro.2008.05.005"
"18413368","Meta-analysis of vascular endothelial growth factor variations in amyotrophic lateral sclerosis: increased susceptibility in male carriers of the -2578AA genotype","Lambrechts D, Poesen K, Fernández-Santiago R, Al-Chalabi A, Del Bo R, Van Vught PW, Khan S, Marklund SL, Brockington A, van Marion I, Anneser J, Shaw C, Ludolph AC, Leigh NP, Comi GP, Gasser T, Shaw PJ, Morrison KE, Andersen PM, Van den Berg LH, Thijs V, Siddique T, Robberecht W, Carmeliet P.","J Med Genet. 2009 Dec;46(12):840-6. doi: 10.1136/jmg.2008.058222. Epub 2008 Apr 15.","Lambrechts D","J Med Genet","2009","2008/04/17","","","10.1136/jmg.2008.058222"
"25892962","Evidence for fungal infection in cerebrospinal fluid and brain tissue from patients with amyotrophic lateral sclerosis","Alonso R, Pisa D, Marina AI, Morato E, Rábano A, Rodal I, Carrasco L.","Int J Biol Sci. 2015 Apr 2;11(5):546-58. doi: 10.7150/ijbs.11084. eCollection 2015.","Alonso R","Int J Biol Sci","2015","2015/04/21","PMC4400386","","10.7150/ijbs.11084"
"19922125","An exploratory case-control study on spinal and bulbar forms of amyotrophic lateral sclerosis in the province of Rome","Binazzi A, Belli S, Uccelli R, Desiato MT, Talamanca IF, Antonini G, Corsi FM, Scoppetta C, Inghilleri M, Pontieri FE, Vanacore N; ALS Rome Group.","Amyotroph Lateral Scler. 2009 Oct-Dec;10(5-6):361-9. doi: 10.3109/17482960802382313.","Binazzi A","Amyotroph Lateral Scler","2009","2009/11/20","","","10.3109/17482960802382313"
"27145090","Survival analysis of geospatial factors in the Irish ALS cohort","Rooney J, Heverin M, Vajda A, Burke T, Galvin M, Tobin K, Elamin M, Staines A, Hardiman O.","Amyotroph Lateral Scler Frontotemporal Degener. 2016 Oct-Nov;17(7-8):555-560. doi: 10.1080/21678421.2016.1179326. Epub 2016 May 4.","Rooney J","Amyotroph Lateral Scler Frontotemporal Degener","2016","2016/05/05","","","10.1080/21678421.2016.1179326"
"22853691","Identification of Tau and SOD1 gene mutation in a small Chinese Han pedigree of adult amyotrophic lateral sclerosis","Xu R, Shao B, Wu C, Yang Y, Wang H, Yang R, Zhang X, Yi J, Liu J.","Neurocase. 2013;19(5):497-504. doi: 10.1080/13554794.2012.701639. Epub 2012 Aug 1.","Xu R","Neurocase","2013","2012/08/03","","","10.1080/13554794.2012.701639"
"18666828","Protein aggregation and protein instability govern familial amyotrophic lateral sclerosis patient survival","Wang Q, Johnson JL, Agar NY, Agar JN.","PLoS Biol. 2008 Jul 29;6(7):e170. doi: 10.1371/journal.pbio.0060170.","Wang Q","PLoS Biol","2008","2008/08/01","PMC2486295","","10.1371/journal.pbio.0060170"
"23134506","pNfH is a promising biomarker for ALS","Ganesalingam J, An J, Bowser R, Andersen PM, Shaw CE.","Amyotroph Lateral Scler Frontotemporal Degener. 2013 Mar;14(2):146-9. doi: 10.3109/21678421.2012.729596. Epub 2012 Oct 22.","Ganesalingam J","Amyotroph Lateral Scler Frontotemporal Degener","2013","2012/11/09","","","10.3109/21678421.2012.729596"
"21660502","Model organisms reveal insight into human neurodegenerative disease: ataxin-2 intermediate-length polyglutamine expansions are a risk factor for ALS","Bonini NM, Gitler AD.","J Mol Neurosci. 2011 Nov;45(3):676-83. doi: 10.1007/s12031-011-9548-9. Epub 2011 Jun 10.","Bonini NM","J Mol Neurosci","2011","2011/06/11","PMC3207127","","10.1007/s12031-011-9548-9"
"34801512","The panoramic view of amyotrophic lateral sclerosis: A fatal intricate neurological disorder","Dhasmana S, Dhasmana A, Narula AS, Jaggi M, Yallapu MM, Chauhan SC.","Life Sci. 2022 Jan 1;288:120156. doi: 10.1016/j.lfs.2021.120156. Epub 2021 Nov 19.","Dhasmana S","Life Sci","2022","2021/11/21","","","10.1016/j.lfs.2021.120156"
"15229114","Prospective study of cigarette smoking and amyotrophic lateral sclerosis","Weisskopf MG, McCullough ML, Calle EE, Thun MJ, Cudkowicz M, Ascherio A.","Am J Epidemiol. 2004 Jul 1;160(1):26-33. doi: 10.1093/aje/kwh179.","Weisskopf MG","Am J Epidemiol","2004","2004/07/02","","","10.1093/aje/kwh179"
"1637043","beta-Methylamino-L-alanine (BMAA) and amyotrophic lateral sclerosis-parkinsonism dementia of the western Pacific","Duncan MW.","Ann N Y Acad Sci. 1992 May 11;648:161-8. doi: 10.1111/j.1749-6632.1992.tb24534.x.","Duncan MW","Ann N Y Acad Sci","1992","1992/05/11","","","10.1111/j.1749-6632.1992.tb24534.x"
"19039239","Geographical clustering of amyotrophic lateral sclerosis in South-East England: a population study","Scott KM, Abhinav K, Stanton BR, Johnston C, Turner MR, Ampong MA, Sakel M, Orrell RW, Howard R, Shaw CE, Leigh PN, Al-Chalabi A.","Neuroepidemiology. 2009;32(2):81-8. doi: 10.1159/000177032. Epub 2008 Nov 27.","Scott KM","Neuroepidemiology","2009","2008/11/29","","","10.1159/000177032"
"1335040","What do we really know about amyotrophic lateral sclerosis?","Swash M, Schwartz MS.","J Neurol Sci. 1992 Nov;113(1):4-16. doi: 10.1016/0022-510x(92)90258-m.","Swash M","J Neurol Sci","1992","1992/11/01","","","10.1016/0022-510x(92)90258-m"
"2087250","Antecedent events in amyotrophic lateral sclerosis: do they influence clinical onset and progression?","Provinciali L, Giovagnoli AR.","Neuroepidemiology. 1990;9(5):255-62. doi: 10.1159/000110782.","Provinciali L","Neuroepidemiology","1990","1990/01/01","","","10.1159/000110782"
"35172853","Assessing the role of blood pressure in amyotrophic lateral sclerosis: a Mendelian randomization study","Xia K, Zhang L, Tang L, Huang T, Fan D.","Orphanet J Rare Dis. 2022 Feb 16;17(1):56. doi: 10.1186/s13023-022-02212-0.","Xia K","Orphanet J Rare Dis","2022","2022/02/17","PMC8848798","","10.1186/s13023-022-02212-0"
"26352369","Amyotrophic lateral sclerosis: What nurses need to know","Bellomo TL, Cichminski L.","Nursing. 2015 Oct;45(10):46-51; quiz 51-2. doi: 10.1097/01.NURSE.0000471410.04013.6d.","Bellomo TL","Nursing","2015","2015/09/10","","","10.1097/01.NURSE.0000471410.04013.6d"
"11239414","Amyotrophic lateral sclerosis. unfolding the toxicity of the misfolded","Julien JP.","Cell. 2001 Feb 23;104(4):581-91. doi: 10.1016/s0092-8674(01)00244-6.","Julien JP","Cell","2001","2001/03/10","","","10.1016/s0092-8674(01)00244-6"
"21097551","Alteration of nutritional status at diagnosis is a prognostic factor for survival of amyotrophic lateral sclerosis patients","Marin B, Desport JC, Kajeu P, Jesus P, Nicolaud B, Nicol M, Preux PM, Couratier P.","J Neurol Neurosurg Psychiatry. 2011 Jun;82(6):628-34. doi: 10.1136/jnnp.2010.211474. Epub 2010 Nov 19.","Marin B","J Neurol Neurosurg Psychiatry","2011","2010/11/25","","","10.1136/jnnp.2010.211474"
"10399726","[Clinical course and epidemiological analysis of amyotrophic lateral sclerosis in Szczecin in 1986-1995]","Potemkowski A, Honczarenko K, Fabian A.","Neurol Neurochir Pol. 1999 Jan-Feb;33(1):71-8.","Potemkowski A","Neurol Neurochir Pol","1999","1999/07/10","","",""
